,T2M,RH2M,Date
777,24.43,21.25,2018-02-16
778,24.98,20.88,2018-02-17
779,26.58,21.62,2018-02-18
780,27.66,24.94,2018-02-19
781,27.73,21.56,2018-02-20
782,27.13,21.19,2018-02-21
783,27.44,22.5,2018-02-22
784,27.89,24.69,2018-02-23
785,26.13,29.88,2018-02-24
786,27.87,24.75,2018-02-25
787,27.76,23.25,2018-02-26
788,28.72,20.25,2018-02-27
789,29.84,20.62,2018-02-28
790,30.58,18.38,2018-03-01
791,29.33,19.31,2018-03-02
792,28.13,19.56,2018-03-03
793,27.4,28.5,2018-03-04
794,27.26,28.81,2018-03-05
795,28.02,18.88,2018-03-06
796,28.62,17.38,2018-03-07
797,29.16,21.12,2018-03-08
798,28.31,25.0,2018-03-09
799,27.74,19.25,2018-03-10
800,27.86,17.69,2018-03-11
801,28.44,15.88,2018-03-12
802,27.4,20.88,2018-03-13
803,26.72,34.81,2018-03-14
804,27.59,40.5,2018-03-15
805,28.45,30.0,2018-03-16
806,29.4,19.69,2018-03-17
807,29.66,19.06,2018-03-18
808,29.61,25.06,2018-03-19
809,28.83,27.44,2018-03-20
810,27.7,34.5,2018-03-21
811,27.15,33.19,2018-03-22
812,28.06,22.38,2018-03-23
813,29.37,19.19,2018-03-24
814,31.01,14.88,2018-03-25
815,31.51,12.25,2018-03-26
816,31.73,10.94,2018-03-27
817,31.14,24.44,2018-03-28
818,31.73,21.0,2018-03-29
819,32.24,14.44,2018-03-30
820,30.94,18.56,2018-03-31
821,30.4,25.25,2018-04-01
822,30.77,20.19,2018-04-02
823,31.83,20.06,2018-04-03
824,32.3,23.19,2018-04-04
825,31.48,24.94,2018-04-05
826,31.48,34.38,2018-04-06
827,32.16,28.88,2018-04-07
828,32.1,31.0,2018-04-08
829,32.26,29.88,2018-04-09
830,32.77,28.31,2018-04-10
831,33.18,30.0,2018-04-11
832,33.44,31.12,2018-04-12
833,33.71,30.0,2018-04-13
834,33.62,30.19,2018-04-14
835,33.97,25.06,2018-04-15
836,34.17,26.56,2018-04-16
837,34.0,20.5,2018-04-17
838,34.33,12.5,2018-04-18
839,34.71,19.88,2018-04-19
840,33.11,35.81,2018-04-20
841,31.37,34.69,2018-04-21
842,31.76,15.12,2018-04-22
843,32.37,6.38,2018-04-23
844,32.39,7.56,2018-04-24
845,32.28,22.06,2018-04-25
846,33.11,34.75,2018-04-26
847,34.01,34.12,2018-04-27
848,35.38,31.81,2018-04-28
849,35.0,35.94,2018-04-29
850,34.92,39.19,2018-04-30
851,34.9,37.5,2018-05-01
852,34.37,37.12,2018-05-02
853,34.3,33.56,2018-05-03
854,34.33,37.94,2018-05-04
855,35.56,34.5,2018-05-05
856,35.34,26.19,2018-05-06
857,33.6,31.62,2018-05-07
858,33.05,40.75,2018-05-08
859,34.25,36.5,2018-05-09
860,35.81,28.94,2018-05-10
861,36.48,31.06,2018-05-11
862,35.3,29.25,2018-05-12
863,35.0,37.62,2018-05-13
864,34.9,35.56,2018-05-14
865,35.79,34.56,2018-05-15
866,35.86,32.44,2018-05-16
867,36.63,32.56,2018-05-17
868,36.69,28.62,2018-05-18
869,35.73,27.5,2018-05-19
870,36.22,27.81,2018-05-20
871,35.73,25.44,2018-05-21
872,35.74,25.44,2018-05-22
873,36.19,23.94,2018-05-23
874,36.17,18.44,2018-05-24
875,35.11,31.25,2018-05-25
876,36.62,33.56,2018-05-26
877,37.53,32.69,2018-05-27
878,36.98,37.12,2018-05-28
879,36.42,40.88,2018-05-29
880,35.9,43.19,2018-05-30
881,36.12,44.75,2018-05-31
882,36.62,41.06,2018-06-01
883,37.12,35.88,2018-06-02
884,36.91,36.62,2018-06-03
885,36.65,41.5,2018-06-04
886,37.37,37.19,2018-06-05
887,37.65,37.44,2018-06-06
888,36.72,45.38,2018-06-07
889,36.26,47.19,2018-06-08
890,35.11,49.56,2018-06-09
891,35.97,47.5,2018-06-10
892,36.42,45.44,2018-06-11
893,35.8,46.75,2018-06-12
894,35.67,45.0,2018-06-13
895,34.85,44.69,2018-06-14
896,34.89,45.12,2018-06-15
897,34.83,46.0,2018-06-16
898,35.12,45.75,2018-06-17
899,35.63,45.06,2018-06-18
900,36.44,39.69,2018-06-19
901,35.81,40.19,2018-06-20
902,35.96,42.06,2018-06-21
903,35.55,44.25,2018-06-22
904,34.57,47.88,2018-06-23
905,34.62,49.81,2018-06-24
906,33.73,50.44,2018-06-25
907,32.75,56.44,2018-06-26
908,33.62,52.12,2018-06-27
909,33.56,50.75,2018-06-28
910,32.42,56.06,2018-06-29
911,32.1,58.0,2018-06-30
912,32.59,58.06,2018-07-01
913,31.82,64.5,2018-07-02
914,30.35,72.06,2018-07-03
915,30.8,66.56,2018-07-04
916,31.22,64.38,2018-07-05
917,31.98,60.38,2018-07-06
918,32.65,55.62,2018-07-07
919,32.89,54.62,2018-07-08
920,32.76,54.38,2018-07-09
921,30.87,65.88,2018-07-10
922,29.5,75.69,2018-07-11
923,28.91,77.25,2018-07-12
924,29.37,76.0,2018-07-13
925,28.79,76.5,2018-07-14
926,28.9,81.5,2018-07-15
927,29.51,77.44,2018-07-16
928,29.69,77.69,2018-07-17
929,29.39,81.81,2018-07-18
930,29.14,80.94,2018-07-19
931,28.17,85.25,2018-07-20
932,28.12,83.19,2018-07-21
933,28.9,78.25,2018-07-22
934,28.94,77.06,2018-07-23
935,28.3,80.44,2018-07-24
936,28.51,79.56,2018-07-25
937,28.08,79.5,2018-07-26
938,28.69,77.44,2018-07-27
939,28.99,76.56,2018-07-28
940,28.99,76.69,2018-07-29
941,29.33,74.0,2018-07-30
942,29.24,73.0,2018-07-31
