name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Jaipur,India",2016-07-02,89.5,75.2,83.1,102.4,75.2,91.1,76.8,82.3,2.283,100,4.17,rain,,,,16.1,124.9,999.4,85.6,2,260.6,22.5,9,,2016-07-02T05:36:52,2016-07-02T19:24:46,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-03,95.3,78.8,84.6,106.7,78.8,93.3,77.1,79.3,0.039,100,4.17,rain,,,,7.5,208.6,999.5,81.1,2,266,23,8,,2016-07-03T05:37:15,2016-07-03T19:24:45,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-04,96.8,80.2,87.8,107.5,85.6,96.5,74.5,66.4,0.008,100,8.33,rain,,,,11.6,306.7,998.5,65.4,2.5,212.8,18.4,7,,2016-07-04T05:37:39,2016-07-04T19:24:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-05,102.3,83.4,90.6,112.4,90.6,100.5,74.5,60.7,0,0,0,,,,,20.1,287.3,997.6,61.4,2.8,295.6,25.5,9,,2016-07-05T05:38:03,2016-07-05T19:24:38,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-06,103,83.7,91.5,114.8,90.6,101.2,73.9,57.6,0,0,0,,,,,18.6,285.3,997.9,62.6,2.4,286,24.6,9,,2016-07-06T05:38:28,2016-07-06T19:24:33,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-07,99.2,83.4,91.8,107.8,90.1,99.7,72.1,53.6,0,0,0,,,,,13.9,301.3,999.2,66.8,2.3,255.6,22.2,8,,2016-07-07T05:38:53,2016-07-07T19:24:27,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-08,99.8,81.8,89.7,110.1,86.2,98.7,73.7,60.3,0.032,100,12.5,rain,,,,19,297.8,998.6,62.6,2.5,242.7,21,8,,2016-07-08T05:39:19,2016-07-08T19:24:19,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-09,98.4,80.6,88.1,108.1,85.3,97.6,75,67,0.036,100,8.33,rain,,,,10.3,327.9,997.5,80.4,2.3,238.1,20.5,9,,2016-07-09T05:39:45,2016-07-09T19:24:10,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-10,98.1,78.8,87.7,109.1,78.8,96.5,75.3,69,0.63,100,4.17,rain,,,,19.7,302.6,997.3,69.4,2.1,283.6,24.6,9,,2016-07-10T05:40:12,2016-07-10T19:23:59,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-11,97.2,80.5,85.6,106.2,86.2,94.1,75.2,72.1,0.008,100,4.17,rain,,,,10.3,297.9,998.5,81.1,2.6,255.2,21.9,9,,2016-07-11T05:40:40,2016-07-11T19:23:47,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-12,87.8,80.6,83.9,99.9,87.1,93.6,77.1,80.6,0.197,100,4.17,rain,,,,6.9,34.3,999.8,84.4,2,228.2,19.9,8,,2016-07-12T05:41:07,2016-07-12T19:23:34,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-13,92.9,80.9,86,106.5,88.7,98.1,78.2,78.3,0.116,100,20.83,rain,,,,9.2,71.3,999.5,85.5,2.4,216.7,18.7,7,,2016-07-13T05:41:36,2016-07-13T19:23:20,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-14,92.2,80.7,84.3,104.1,88.2,94.7,77.9,81.8,0.016,100,4.17,rain,,,,11.4,280.9,1000.3,92.6,2.1,178.2,15.2,6,,2016-07-14T05:42:04,2016-07-14T19:23:04,0.32,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-15,90.6,77,80.3,101,77,84.4,77.6,92.1,0.906,100,12.5,rain,,,,13.3,270.3,1001.1,93.9,1.5,141,12,5,,2016-07-15T05:42:33,2016-07-15T19:22:47,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-16,82.4,74.8,78.9,92.4,74.8,80.7,77.4,95.2,1.851,100,8.33,rain,,,,14.5,263.7,1001.8,93.4,1.1,181.6,15.7,6,,2016-07-16T05:43:02,2016-07-16T19:22:29,0.38,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-17,90.1,76.2,81.2,100.2,76.2,85.8,76.3,86,0.157,100,4.17,rain,,,,16.6,253.1,1003.1,83.5,1.8,253.6,22,8,,2016-07-17T05:43:32,2016-07-17T19:22:09,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-18,91.4,76.2,84.8,102.7,76.2,92.2,75.8,75.7,0,0,0,,,,,16.3,261.2,1002.8,64.3,2.8,307,26.6,10,,2016-07-18T05:44:02,2016-07-18T19:21:48,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-19,93.3,76.7,86.4,105.1,76.7,94.5,75,70.1,0,0,0,,,,,15.5,271.6,1002.5,59.7,3.4,294,25.4,9,,2016-07-19T05:44:32,2016-07-19T19:21:25,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-20,95.3,76.4,86.9,106.5,76.4,93.7,73.7,66.9,0,0,0,,,,,15.2,266.8,1002.1,29.4,3.1,309.3,26.6,10,,2016-07-20T05:45:02,2016-07-20T19:21:02,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-21,96.9,77.8,88.8,105.6,77.8,95.1,72.1,59.7,0,0,0,,,,,11.4,260.4,1001.8,38.1,3.6,318.3,27.5,10,,2016-07-21T05:45:32,2016-07-21T19:20:37,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-22,97.1,78.2,88.8,107.1,78.2,95.4,72.3,59.8,0,0,0,,,,,13.1,256.7,1001,55.2,3.3,317.2,27.4,10,,2016-07-22T05:46:03,2016-07-22T19:20:10,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-23,96.8,80.3,88.4,104,85.9,95.9,72.9,61.4,0,0,0,,,,,12.8,109.8,1001.8,73,3.3,300.6,26,9,,2016-07-23T05:46:34,2016-07-23T19:19:43,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-24,93.2,78.2,83.9,105.1,78.2,91.4,75.5,76.6,0.008,100,4.17,rain,,,,12.8,105.1,1003.5,82.9,3.2,295.6,25.7,9,,2016-07-24T05:47:05,2016-07-24T19:19:14,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-25,94,77.8,86,104.5,77.8,93.4,74.8,70.6,0.048,100,12.5,rain,,,30,16.1,153.5,1003.7,64.6,2.8,229.4,19.8,7,,2016-07-25T05:47:36,2016-07-25T19:18:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-26,94.4,79.4,85,110.1,79.4,93.5,76.1,75.6,0.016,100,8.33,rain,,,,16.1,205.6,1003.8,75.9,3.1,122,10.5,5,,2016-07-26T05:48:07,2016-07-26T19:18:12,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-27,85.2,78.8,81,94.8,78.8,86.2,77,87.8,0.079,100,4.17,rain,,,,10.9,91,1004.8,91.7,2.6,107.9,9.3,3,,2016-07-27T05:48:38,2016-07-27T19:17:40,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-28,89.6,76.2,80.4,102.6,76.2,84.5,77,89.9,1.574,100,12.5,rain,,,,13.9,28,1003.2,90.6,2.1,185.9,16,7,,2016-07-28T05:49:09,2016-07-28T19:17:06,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-29,88.4,76.9,80.3,99.8,76.9,83.4,76.9,90.2,0.748,100,8.33,rain,,,,9.2,306.3,1002.1,95,1.9,263.1,22.6,9,,2016-07-29T05:49:40,2016-07-29T19:16:31,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-30,89,77,80.7,101.3,77,84.7,77.2,89.6,0.276,100,4.17,rain,,,,8.1,285,1002.2,95.2,2,206.3,17.7,7,,2016-07-30T05:50:11,2016-07-30T19:15:54,0.87,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-07-31,89.9,77.4,82.6,105.2,77.4,89.3,77.2,84.7,0.087,100,20.83,rain,,,,8.6,286.2,1001.3,88.1,2.4,259.2,22.4,8,,2016-07-31T05:50:42,2016-07-31T19:15:17,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-01,91.5,76.7,82.5,105.6,76.7,89.4,77.1,84.6,0.354,100,4.17,rain,,,,11,289.2,999.4,82.2,2.9,234.3,20.4,8,,2016-08-01T05:51:13,2016-08-01T19:14:38,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-02,87.3,77,79.8,97.8,77,82.5,77.1,91.8,1.378,100,8.33,rain,,,,9.4,41.2,998.5,92.8,2,202.3,17.5,7,,2016-08-02T05:51:44,2016-08-02T19:13:59,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-03,91.4,77,82.8,107.8,77,89.7,77.4,84.8,0.63,100,4.17,rain,,,,13.9,89.4,998.3,80.4,2.7,254.4,22,8,,2016-08-03T05:52:15,2016-08-03T19:13:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-04,87.2,78.3,81.4,98.3,78.3,87.8,78,89.7,0.59,100,12.5,rain,,,,10.7,77.3,998.9,80.8,2,244.8,21.3,8,,2016-08-04T05:52:46,2016-08-04T19:12:36,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-05,90.2,78.5,84.2,105.2,78.5,93.7,78.4,83.5,0.032,100,16.67,rain,,,,14.3,89,1000.2,73.1,3,271.4,23.3,9,,2016-08-05T05:53:17,2016-08-05T19:11:52,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-06,90.8,78.3,85,107.3,78.3,95.6,78.3,80.9,0.016,100,12.5,rain,,,,13.4,82.8,1000.1,68.1,3.3,283.4,24.5,9,,2016-08-06T05:53:47,2016-08-06T19:11:08,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-07,91.7,78.3,83.6,106.3,78.3,92.5,78.1,84.4,0.155,100,37.5,rain,,,,11.4,67.2,1000.5,83.1,2.8,164.5,14,6,,2016-08-07T05:54:18,2016-08-07T19:10:23,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-08,87.4,77.6,81.9,99.6,77.6,89.3,78.3,89.2,0.906,100,8.33,rain,,,31.1,10.3,57.5,1000.1,87.5,2.2,219,18.9,7,,2016-08-08T05:54:48,2016-08-08T19:09:37,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-09,88.1,77.8,82.4,100.9,77.8,89.9,77.9,86.7,0.039,100,4.17,rain,,,,9.2,30.3,998.2,88.4,2.5,193.6,16.7,6,,2016-08-09T05:55:19,2016-08-09T19:08:49,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-10,89,78,81.2,101.8,78,86.2,77.4,89,1.299,100,8.33,rain,,,,9.4,296.3,999.9,90.1,2,242.8,21,8,,2016-08-10T05:55:49,2016-08-10T19:08:01,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-11,80.6,75.8,78.6,88.2,75.8,80.3,76.5,93.4,0.197,100,8.33,rain,,,21.9,16.3,278.6,1002.2,95.5,1.9,97.3,8.4,3,,2016-08-11T05:56:19,2016-08-11T19:07:12,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-12,87.8,75.2,81.3,99.9,75.2,87.8,76.5,85.9,0,0,0,,,,,12.8,301.9,1004,71.5,2.9,236,20.3,8,,2016-08-12T05:56:48,2016-08-12T19:06:21,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-13,89.6,75.5,82.6,105.2,75.5,90.3,76.9,83.4,0.072,100,20.83,rain,,,,12.8,286.4,1002.8,77.5,3.2,252.8,21.7,9,,2016-08-13T05:57:18,2016-08-13T19:05:30,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-14,89.6,75.1,82,102.6,75.1,87.6,76.3,83.9,0.394,100,4.17,rain,,,,12.8,282.2,1002.6,78,3.1,220.2,19.1,7,,2016-08-14T05:57:48,2016-08-14T19:04:38,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-15,91.5,73.3,82.2,102.1,73.3,87.8,74.5,78.4,0,0,0,,,,,16.1,283.7,1001.7,40.1,3.2,310,26.8,10,,2016-08-15T05:58:17,2016-08-15T19:03:45,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-16,89.6,72.8,81.4,99.4,72.8,85.5,72.9,76.4,0,0,0,,,,,17.2,275.3,1000,63.3,3,272.9,23.5,8,,2016-08-16T05:58:46,2016-08-16T19:02:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-17,89.2,72.4,81.2,100.2,72.4,85.6,73.6,78.9,0.079,100,4.17,rain,,,,15.4,281.9,1000.6,62.4,3,286.9,24.9,9,,2016-08-17T05:59:15,2016-08-17T19:01:57,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-18,84.2,74.7,79.5,93.5,74.7,82.1,74.5,85.3,0.079,100,4.17,rain,,,,11.6,288.4,1001.6,92.9,2.2,242.3,20.9,8,,2016-08-18T05:59:44,2016-08-18T19:01:01,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-19,89.6,73.5,80.9,102.6,73.5,86.6,74.9,82.6,0.008,100,4.17,rain,,,,10.7,323.5,1000.7,70.9,2.4,143.6,12.3,5,,2016-08-19T06:00:13,2016-08-19T19:00:05,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-20,86,75.3,82,103.5,75.3,88.7,76.9,81.8,0.004,100,4.17,rain,,,,15,43,999.3,86.4,2.6,259.9,22.4,9,,2016-08-20T06:00:41,2016-08-20T18:59:08,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-21,83,75.2,76.7,89.8,75.2,77,74.1,91.9,0.008,100,4.17,rain,,,,17.7,70.4,1000.6,84.1,2,186.1,16.1,7,,2016-08-21T06:01:09,2016-08-21T18:58:10,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-22,84.2,75.2,79,94.2,75.2,82.5,76.2,91.6,0.122,100,8.33,rain,,,,13.9,80.4,1002.9,85.3,2.3,145.9,12.7,5,,2016-08-22T06:01:37,2016-08-22T18:57:11,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-23,89.6,76.6,81.6,105.2,76.6,87.3,76.8,86,0.079,100,4.17,rain,,,,12.3,93.4,1003.4,84.2,2.4,249.5,21.5,8,,2016-08-23T06:02:05,2016-08-23T18:56:12,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-24,86.8,75.8,78.9,96.7,75.8,81.1,77.2,94.9,0.906,100,16.67,rain,,,,15,88.3,1001.7,90.4,1.7,248.4,21.3,8,,2016-08-24T06:02:33,2016-08-24T18:55:12,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-25,87.9,75.3,80.9,98.8,75.3,85.4,75.9,85.7,0.004,100,4.17,rain,,,,7.2,165.3,1005.2,78.5,2.5,272.7,23.4,9,,2016-08-25T06:03:01,2016-08-25T18:54:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-26,91.4,74.9,83.1,102.7,74.9,89.7,75.8,80,0.012,100,4.17,rain,,,,5.8,144.8,1006.2,69.4,2.7,275.6,23.8,9,,2016-08-26T06:03:28,2016-08-26T18:53:10,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-27,91.4,77.4,83.8,108.1,77.4,91.2,76.6,80,0.072,100,20.83,rain,,,,11.4,88.2,1006.7,62.7,2.8,197.1,17,6,,2016-08-27T06:03:55,2016-08-27T18:52:09,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-28,84.8,74.3,79.5,96.1,74.3,83.3,76.6,91.4,1.023,100,8.33,rain,,,,7.5,85.4,1006.8,87.8,2.3,118.7,10.3,4,,2016-08-28T06:04:22,2016-08-28T18:51:06,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-29,91.5,76.8,82.9,108.1,76.8,90,77.1,83.8,0.072,100,20.83,rain,,,,10.3,205.2,1004.2,82.5,2.7,138,11.8,5,,2016-08-29T06:04:49,2016-08-29T18:50:03,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-30,87.8,77.3,81.8,99.9,77.3,88.3,77.4,87.2,0.157,100,4.17,rain,,,,8.9,253.4,1003.1,85.5,2.4,197.5,17.2,7,,2016-08-30T06:05:16,2016-08-30T18:49:00,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-08-31,91.4,76.6,81.9,105.1,76.6,87.9,77.3,86.9,0.236,100,8.33,rain,,,,10.3,285.9,1003.3,88.1,2.2,198.1,17.1,7,,2016-08-31T06:05:43,2016-08-31T18:47:56,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-01,86.8,74.7,78.8,95.5,74.7,80.9,74.8,88,0.031,100,4.17,rain,,,,9.2,278.5,1004.2,75.2,2.3,268.6,23.1,9,,2016-09-01T06:06:09,2016-09-01T18:46:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-02,91.4,73.5,81.7,102.7,73.5,86.5,74.2,79.3,0.055,100,20.83,rain,,,,14.8,287.9,1003.1,46,3.2,278.5,24.1,9,,2016-09-02T06:06:36,2016-09-02T18:45:46,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-03,89.6,73.1,81.7,98.5,73.1,85.8,73.2,76.9,0,0,0,,,,,15.4,281.2,1003.3,36.6,3.3,293.6,25.2,9,,2016-09-03T06:07:02,2016-09-03T18:44:41,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-04,87.9,69.5,80,94.5,69.5,82.5,70.7,75.3,0,0,0,,,,,13.9,272.1,1005.9,26.8,3.1,291.5,25.2,9,,2016-09-04T06:07:28,2016-09-04T18:43:35,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-05,87.8,70.2,79.9,92.7,70.2,82.3,70.5,74.4,0,0,0,,,,,16.1,276.3,1006.4,36.4,3.4,284.3,24.5,9,,2016-09-05T06:07:54,2016-09-05T18:42:29,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-06,88.1,70.8,79.8,92.8,70.8,81.8,70,73.9,0,0,0,,,,,15,281.8,1006.9,33.9,3.4,278.2,24.1,9,,2016-09-06T06:08:20,2016-09-06T18:41:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-07,89.6,70.8,80.9,94.9,70.8,83.4,69.9,70.5,0,0,0,,,,,13.6,290.9,1006.3,37,2.9,277.1,23.8,9,,2016-09-07T06:08:46,2016-09-07T18:40:16,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-08,91.7,70.2,80.9,98.7,70.2,83.6,70.5,72.4,0,0,0,,,,,9.2,280,1007.2,43.5,3.1,243.3,20.9,8,,2016-09-08T06:09:12,2016-09-08T18:39:09,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-09,91.4,71,81.4,95.6,71,84.1,69.9,70,0,0,0,,,,,11.4,282.9,1008.1,32.1,3.1,283.2,24.5,9,,2016-09-09T06:09:38,2016-09-09T18:38:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-10,91.4,71.1,82,97,71.1,84.3,68.8,66.4,0,0,0,,,,,13.9,279.9,1007.7,40.5,3.5,275.3,23.9,9,,2016-09-10T06:10:04,2016-09-10T18:36:54,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-11,91.4,70.1,82,95.6,70.1,84.2,68.3,65.1,0,0,0,,,,,10.9,287.1,1006.4,41.5,3.4,289.9,25.1,9,,2016-09-11T06:10:30,2016-09-11T18:35:46,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-12,91.4,69.5,82.1,96.2,69.5,84.4,68.1,64.5,0,0,0,,,,,8.5,285.1,1007,31.4,3.3,287.1,24.8,9,,2016-09-12T06:10:56,2016-09-12T18:34:38,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-13,93.5,71.7,84.7,96.9,71.7,87.8,68.4,59.9,0,0,0,,,,,9.2,319.4,1008,40.1,3.3,276.3,23.9,9,,2016-09-13T06:11:21,2016-09-13T18:33:30,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-14,95,73.5,84.4,99.8,73.5,87.4,70.6,65.9,0,0,0,,,,,10.3,34.7,1007.7,26.4,3.5,275.2,23.7,9,,2016-09-14T06:11:47,2016-09-14T18:32:21,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-15,93.3,74.6,84.9,99,74.6,88.1,69.6,62.5,0,0,0,,,,,10.3,69.3,1006.6,26.7,3.1,269.1,23.2,9,,2016-09-15T06:12:13,2016-09-15T18:31:13,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-16,96.8,75.6,86.7,99,75.6,89.4,67.6,56,0,0,0,,,,,9.2,54.3,1005.6,23.4,3.3,273.7,23.8,9,,2016-09-16T06:12:39,2016-09-16T18:30:04,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-17,97.6,73.8,86.2,102,73.8,87.9,66.1,54.3,0,0,0,,,,,8.1,56.9,1004.7,12.6,3.1,275.5,23.9,9,,2016-09-17T06:13:05,2016-09-17T18:28:56,0.5,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-18,97.4,74.6,85.8,99.8,74.6,88.4,67.8,57.5,0,0,0,,,,,6.9,120.1,1005.3,18.6,3.2,273.7,23.7,9,,2016-09-18T06:13:30,2016-09-18T18:27:47,0.55,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-19,98.6,75.6,87.8,101.3,75.6,90.6,67.9,54.8,0,0,0,,,,,6.9,179.2,1004.9,27.2,3.4,246.1,21.3,8,,2016-09-19T06:13:56,2016-09-19T18:26:38,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2016-09-20,98.6,73.8,86.4,103.2,73.8,90,70.3,61.9,0,0,0,,,,,11.2,273,1003.8,31.6,3.5,273.1,23.7,9,,2016-09-20T06:14:23,2016-09-20T18:25:30,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
